ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600600.SH,20220803,106.18,106.99,102.5,102.97,106.28,-3.3100000000000023,-3.1144,54493.07,567777.01
600600.SH,20220802,107.43,108.92,105.8,106.28,108.06,-1.7800000000000011,-1.6472,72443.19,776067.702
600600.SH,20220801,100.0,108.36,99.25,108.06,98.51,9.549999999999997,9.6944,157062.85,1674145.982
600600.SH,20220729,100.09,100.48,98.02,98.51,100.48,-1.9699999999999989,-1.9606,70879.47,701333.994
600600.SH,20220728,100.1,102.99,98.66,100.48,100.0,0.480000000000004,0.48,47829.36,483630.368
600600.SH,20220727,101.52,103.87,99.9,100.0,100.49,-0.4899999999999949,-0.4876,42182.33,426971.484
600600.SH,20220726,99.97,102.5,99.52,100.49,100.19,0.29999999999999716,0.2994,46579.65,469445.972
600600.SH,20220725,95.3,101.0,94.0,100.19,96.21,3.980000000000004,4.1368,82790.54,819050.501
600600.SH,20220722,97.01,97.49,95.7,96.21,97.01,-0.8000000000000114,-0.8247,35997.21,346988.215
600600.SH,20220721,94.5,97.76,94.5,97.01,95.56,1.4500000000000028,1.5174,60475.31,586249.376
600600.SH,20220720,95.2,97.2,94.58,95.56,95.11,0.45000000000000284,0.4731,42872.8,411138.817
600600.SH,20220719,94.71,95.98,93.26,95.11,95.22,-0.10999999999999943,-0.1155,44109.48,416518.505
600600.SH,20220718,95.7319,96.3844,91.5998,95.2179,95.7319,-0.5139999999999958,-0.5369,66047.81,629404.594
600600.SH,20220715,94.7533,98.836,94.3084,95.7319,94.9016,0.830299999999994,0.8749,56292.72,552926.516
600600.SH,20220714,95.3167,95.7122,93.3199,94.9016,95.7814,-0.879800000000003,-0.9185,51331.53,491721.313
600600.SH,20220713,94.8818,97.7486,94.7038,95.7814,94.5753,1.2061000000000064,1.2753,57803.68,562653.069
600600.SH,20220712,95.3958,96.1372,94.0217,94.5753,95.5837,-1.0083999999999946,-1.055,27790.6,266723.465
600600.SH,20220711,95.8901,96.8787,94.516,95.5837,97.5904,-2.0067000000000093,-2.0562,43573.24,419821.154
600600.SH,20220708,97.7881,98.7174,96.8787,97.5904,97.798,-0.20759999999999934,-0.2123,31510.35,311439.015
600600.SH,20220707,96.8787,98.6581,93.9525,97.798,97.0566,0.7413999999999987,0.7639,60905.91,594177.488
600600.SH,20220706,99.528,100.0421,95.8901,97.0566,100.3584,-3.3018,-3.29,72921.47,719158.922
600600.SH,20220705,102.9781,103.2944,97.8672,100.3584,102.9781,-2.6196999999999946,-2.5439,69828.9,704275.193
600600.SH,20220704,100.4177,103.6799,100.1903,102.9781,101.4063,1.571799999999996,1.55,47831.59,496259.477
600600.SH,20220701,102.1971,103.2944,99.8443,101.4063,102.7309,-1.3246000000000038,-1.2894,44830.04,459807.025
600600.SH,20220630,101.8215,106.1415,101.8215,102.7309,101.1196,1.6113,1.5935,89773.93,941861.003
600600.SH,20220629,98.7372,102.7902,98.5592,101.1196,98.8558,2.2638000000000034,2.29,89780.08,916879.976
600600.SH,20220628,97.6695,99.9037,95.8901,98.8558,98.5098,0.34600000000000364,0.3512,60452.06,597073.698
600600.SH,20220627,95.8901,100.734,95.8901,98.5098,94.4962,4.013599999999997,4.2474,102070.43,1016757.854
600600.SH,20220624,92.2324,95.8901,91.9359,94.4962,92.2028,2.2934000000000054,2.4873,74703.83,707381.385
600600.SH,20220623,91.8074,92.4302,91.2043,92.2028,91.8074,0.3953999999999951,0.4307,46850.44,435749.86
600600.SH,20220622,92.7267,93.8141,91.7678,91.8074,92.7267,-0.9192999999999927,-0.9914,43034.11,402484.433
600600.SH,20220621,92.9244,94.1206,91.323,92.7267,92.9047,-0.17800000000001148,-0.1916,57950.46,543839.979
600600.SH,20220620,91.0857,93.913,91.0857,92.9047,90.5124,2.392300000000006,2.6431,84963.34,796222.719
600600.SH,20220617,88.1695,90.8979,88.0508,90.5124,89.1185,1.3939000000000021,1.5641,65681.22,598605.775
600600.SH,20220616,90.5519,91.5899,87.9915,89.1185,90.4926,-1.3740999999999985,-1.5185,73476.02,665215.139
600600.SH,20220615,90.7694,91.8173,89.3755,90.4926,90.8979,-0.4053000000000111,-0.4459,80034.5,733729.459
600600.SH,20220614,87.9816,91.9359,87.863,90.8979,89.5139,1.3840000000000003,1.5461,64610.31,589919.536
600600.SH,20220613,89.9588,90.453,87.2995,89.5139,91.0462,-1.5322999999999922,-1.683,85215.6,764475.584
600600.SH,20220610,90.453,91.0462,88.9999,91.0462,90.9473,0.09890000000000043,0.1087,51769.28,472773.011
600600.SH,20220609,92.9244,93.4187,90.4135,90.9473,93.3792,-2.431899999999999,-2.6043,50502.74,467761.349
600600.SH,20220608,91.4416,94.7038,91.0066,93.3792,91.9952,1.3840000000000003,1.5044,71883.17,676382.314
600600.SH,20220607,91.837,93.4187,90.1861,91.9952,91.9359,0.05929999999999325,0.0645,64436.2,599018.575
600600.SH,20220606,89.5139,92.5784,87.7543,91.9359,88.9208,3.015100000000004,3.3908,77518.11,713891.808
600600.SH,20220602,89.0888,90.2553,88.466,88.9208,90.5717,-1.6509000000000071,-1.8228,55602.07,501422.18
600600.SH,20220601,90.8485,92.2324,89.8204,90.5717,91.6887,-1.1169999999999902,-1.2183,69221.6,634534.506
600600.SH,20220531,89.9588,92.4302,89.336,91.6887,89.8599,1.828800000000001,2.0352,109556.21,1014980.271
600600.SH,20220530,87.5862,92.6279,87.5862,89.8599,84.2054,5.654499999999999,6.7151,160272.56,1470394.922
600600.SH,20220527,85.3916,86.1034,83.7308,84.2054,85.0357,-0.8303000000000083,-0.9764,50970.54,438268.381
600600.SH,20220526,83.632,86.1034,82.426,85.0357,83.0685,1.9672000000000054,2.3682,74856.18,640186.837
600600.SH,20220525,82.9005,83.7704,82.6434,83.0685,83.0784,-0.009900000000001796,-0.0119,41151.54,345495.3
600600.SH,20220524,84.4228,84.7392,82.851,83.0784,84.3932,-1.314799999999991,-1.5579,42077.46,355569.228
600600.SH,20220523,85.2335,85.2532,83.4244,84.3932,84.9863,-0.5931000000000068,-0.6979,49795.45,424636.022
600600.SH,20220520,83.4936,85.8958,82.9993,84.9863,82.94,2.0463000000000022,2.4672,68282.09,587493.472
600600.SH,20220519,82.4457,84.3833,82.0503,82.94,83.8791,-0.9390999999999963,-1.1196,37018.14,310530.833
600600.SH,20220518,85.0061,85.1939,83.5331,83.8791,85.0061,-1.1270000000000095,-1.3258,40400.19,343456.02
600600.SH,20220517,84.9863,85.5103,84.0571,85.0061,84.7787,0.22740000000000293,0.2682,33434.9,287206.14
